date,flow
1/12/2014,0.01272864
2/12/2014,0.009754376
3/12/2014,0.00635928
4/12/2014,0.002543148
5/12/2014,0.000847684
6/12/2014,0.002543148
7/12/2014,0
8/12/2014,0
9/12/2014,0
10/12/2014,0
11/12/2014,0
12/12/2014,0
13/12/2014,0
14/12/2014,0
15/12/2014,0
16/12/2014,0
17/12/2014,0
18/12/2014,0
19/12/2014,0
20/12/2014,0
21/12/2014,0
22/12/2014,0
23/12/2014,0
24/12/2014,0
25/12/2014,0
26/12/2014,0
27/12/2014,0
28/12/2014,0
29/12/2014,0
30/12/2014,0
31/12/2014,0
1/01/2015,0
2/01/2015,0
3/01/2015,0
4/01/2015,0
5/01/2015,0
6/01/2015,0
7/01/2015,0
8/01/2015,0
9/01/2015,0
10/01/2015,0
11/01/2015,0
12/01/2015,0
13/01/2015,0
14/01/2015,0
15/01/2015,0
16/01/2015,0
17/01/2015,0
18/01/2015,0
19/01/2015,0
20/01/2015,0
21/01/2015,0
22/01/2015,0
23/01/2015,0
24/01/2015,0
25/01/2015,0
26/01/2015,0
27/01/2015,0
28/01/2015,0
29/01/2015,0
30/01/2015,0
31/01/2015,0
1/02/2015,0
2/02/2015,0
3/02/2015,0
4/02/2015,0
5/02/2015,0
6/02/2015,0
7/02/2015,0
8/02/2015,0
9/02/2015,0
10/02/2015,0
11/02/2015,0
12/02/2015,0
13/02/2015,0
14/02/2015,0
15/02/2015,0
16/02/2015,0
17/02/2015,0
18/02/2015,0
19/02/2015,0
20/02/2015,0
21/02/2015,0
22/02/2015,0
23/02/2015,0
24/02/2015,0
25/02/2015,0
26/02/2015,0
27/02/2015,0
28/02/2015,0
1/03/2015,0
2/03/2015,0
3/03/2015,0
4/03/2015,0
5/03/2015,0
6/03/2015,0
7/03/2015,0
8/03/2015,0
9/03/2015,0
10/03/2015,0
11/03/2015,0
12/03/2015,0
13/03/2015,0
14/03/2015,0
15/03/2015,0
16/03/2015,0
17/03/2015,0
18/03/2015,0
19/03/2015,0
20/03/2015,0
21/03/2015,0
22/03/2015,0
23/03/2015,0
24/03/2015,0
25/03/2015,0
26/03/2015,0
27/03/2015,0
28/03/2015,0
29/03/2015,0
30/03/2015,0
31/03/2015,0
1/04/2015,0
2/04/2015,0
3/04/2015,0
4/04/2015,0
5/04/2015,0
6/04/2015,0
7/04/2015,0
8/04/2015,0
9/04/2015,0
10/04/2015,0
11/04/2015,0
12/04/2015,0
13/04/2015,0
14/04/2015,0
15/04/2015,0
16/04/2015,0
17/04/2015,0
18/04/2015,0
19/04/2015,0
20/04/2015,0
21/04/2015,0
22/04/2015,0
23/04/2015,0
24/04/2015,0
25/04/2015,0
26/04/2015,0
27/04/2015,0
28/04/2015,0
29/04/2015,0
30/04/2015,0
1/05/2015,0
2/05/2015,0
3/05/2015,0
4/05/2015,0
5/05/2015,0
6/05/2015,0
7/05/2015,0
8/05/2015,0
9/05/2015,0
10/05/2015,0
11/05/2015,0
12/05/2015,0
13/05/2015,0
14/05/2015,0
15/05/2015,0
16/05/2015,0
17/05/2015,0
18/05/2015,0
19/05/2015,0
20/05/2015,0
21/05/2015,0
22/05/2015,0
23/05/2015,0
24/05/2015,0
25/05/2015,0
26/05/2015,0
27/05/2015,0
28/05/2015,0
29/05/2015,0
30/05/2015,0
31/05/2015,0
1/06/2015,0
2/06/2015,0
3/06/2015,0
4/06/2015,0
5/06/2015,0
6/06/2015,0
7/06/2015,0
8/06/2015,0
9/06/2015,0
10/06/2015,0
11/06/2015,0
12/06/2015,0
13/06/2015,0
14/06/2015,0
15/06/2015,0
16/06/2015,0
17/06/2015,0
18/06/2015,0
19/06/2015,0
20/06/2015,0
21/06/2015,0
22/06/2015,0
23/06/2015,0.035029336
24/06/2015,0.026396713
25/06/2015,0.021254222
26/06/2015,0.017838159
27/06/2015,0.014855742
28/06/2015,0.008480782
29/06/2015,0.000847684
30/06/2015,0
1/07/2015,0
2/07/2015,0
3/07/2015,0
4/07/2015,0
5/07/2015,0
6/07/2015,0
7/07/2015,0.002967051
8/07/2015,0.038508476
9/07/2015,0.031133962
10/07/2015,0.024679841
11/07/2015,0.02039937
12/07/2015,0.01911816
13/07/2015,0.013579191
14/07/2015,0.011878447
15/07/2015,0.011878447
16/07/2015,0.013579191
17/07/2015,0.010603778
18/07/2015,0.013579191
19/07/2015,0.017838159
20/07/2015,0.06800879
21/07/2015,0.070778372
22/07/2015,0.060703486
23/07/2015,0.063885664
24/07/2015,0.058443106
25/07/2015,0.050386518
26/07/2015,0.045519894
