Site Code,Polygon ID,Site ID,AED Site,Type,Region,Year,mm,dd,ID,area,num_cells,num_outputs,age_surface,age_bottom,salinity_surface,salinity_ bottom,temp_surface,temp_bottom,oxygen_surface,oxygen_bottom,nh4_surface,nh4_bottom,CHLA,sal_strat,sal_strat_area,lowoxygen_area,hypoxia_area,temp_surface_avg,temp_surface_max,sal_strat_history,lowoxygen_frequency,hypoxia_frequency,anoxia_frequency,cyano_hab_index_avg,dino_hab_index_avg,mag_hsi_avg,wqi_avg
YoungMC1SU-96_102.5m_2,MC1,MC1,Mandurah Channel,NS,Local,1996,01,17,2,13567.8457,3.0000,,
YoungMC1AU-96_102.5m_17,MC1,MC1,Mandurah Channel,NS,Local,1996,04,22,17,13567.8457,3.0000,,15.1840,15.2046,37.4358,37.4457,17.8482,17.8575,7.3378,7.3380,0.0043,0.0043,0.3692,0.0099,0.0000,0.0000,0.0000,19.2619,21.7737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0031,0.0000,0.9803,
YoungMC1W-96_102.5m_32,MC1,MC1,Mandurah Channel,NS,Local,1996,07,25,32,13567.8457,3.0000,,14.5699,14.4663,25.7722,25.8871,13.2350,13.2641,8.8228,8.8113,0.0400,0.0396,0.8979,0.1149,0.0000,0.0000,0.0000,13.2202,15.6424,1.7502,0.0000,0.0000,0.0000,0.0079,0.0741,0.0000,0.9406,
YoungMC1SP-96_102.5m_47,MC1,MC1,Mandurah Channel,NS,Local,1996,10,15,47,13567.8457,3.0000,,14.9897,10.7011,24.8726,31.2842,16.8262,16.0838,8.0211,7.7740,0.0524,0.0236,0.9687,6.4116,50.0000,0.0000,0.0000,15.8965,20.4942,14.2516,0.0000,0.0000,0.0000,0.0294,0.0849,0.0000,0.9002,
YoungMC1SU-97_102.5m_62,MC1,MC1,Mandurah Channel,NS,Local,1997,01,13,62,13567.8457,3.0000,,
YoungMC1AU-97_102.5m_77,MC1,MC1,Mandurah Channel,NS,Local,1997,04,08,77,13567.8457,3.0000,,6.2461,6.2457,36.2636,36.2622,19.5283,19.5326,7.2413,7.2406,0.0231,0.0231,1.2654,-0.0014,0.0000,0.0000,0.0000,19.4816,20.9461,0.0000,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000,0.9734,
YoungMC1W-97_102.5m_92,MC1,MC1,Mandurah Channel,NS,Local,1997,07,30,92,13567.8457,3.0000,,24.3051,21.8070,29.2868,30.5855,14.5621,14.6780,8.1684,8.0579,0.0058,0.0049,0.5916,1.2987,0.0000,0.0000,0.0000,14.0009,16.7041,0.5001,0.0000,0.0000,0.0000,0.0000,0.0329,0.0000,0.9935,
YoungMC1SP-97_102.5m_107,MC1,MC1,Mandurah Channel,NS,Local,1997,10,13,107,13567.8457,3.0000,,29.5413,21.1791,24.1803,29.8968,18.0858,17.7775,8.1741,7.9065,0.0086,0.0049,1.6608,5.7165,50.0000,0.0000,0.0000,17.0939,20.3695,7.2516,0.0000,0.0000,0.0000,0.0014,0.0513,0.0000,0.9707,
VealeMC1SU-9_102.5m_122,MC1,MC1,Mandurah Channel,NS,Local,2009,01,14,122,13567.8457,3.0000,,25.2367,25.5161,37.2778,37.2978,20.5387,20.5331,6.0542,6.0221,0.0845,0.0862,17.5359,0.0199,0.0000,0.0000,0.0000,20.3665,25.5422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0081,0.0000,0.9243,
VealeMC1AU-9_102.5m_142,MC1,MC1,Mandurah Channel,NS,Local,2009,04,07,142,13567.8457,3.0000,,5.2749,5.2758,36.2379,36.2376,18.5912,18.5608,7.3371,7.3366,0.0218,0.0218,1.8204,-0.0003,0.0000,0.0000,0.0000,18.4568,20.0451,0.0000,0.0000,0.0000,0.0000,0.0000,0.0038,0.0000,0.9558,
VealeMC1W-8_102.5m_162,MC1,MC1,Mandurah Channel,NS,Local,2008,07,11,162,13567.8457,3.0000,,25.9744,24.5187,33.4547,33.9913,13.7059,13.7917,8.2354,8.1655,0.0022,0.0019,0.4082,0.5366,0.0000,0.0000,0.0000,13.7816,14.8257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0188,0.0000,1.0000,
VealeMC1SP-8_102.5m_177,MC1,MC1,Mandurah Channel,NS,Local,2008,10,14,177,13567.8457,3.0000,,32.1381,22.6077,28.9279,32.3637,16.8635,16.1654,7.9872,7.8054,0.0041,0.0026,0.7616,3.4358,0.0000,0.0000,0.0000,15.8058,19.8788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,0.0000,1.0000,
VealeMC1SU-10_102.5m_197,MC1,MC1,Mandurah Channel,NS,Local,2010,01,15,197,13567.8457,3.0000,,
VealeMC1AU-10_102.5m_217,MC1,MC1,Mandurah Channel,NS,Local,2010,04,15,217,13567.8457,3.0000,,
VealeMC1W-9_102.5m_237,MC1,MC1,Mandurah Channel,NS,Local,2009,07,09,237,13567.8457,3.0000,,22.1637,22.1417,33.4993,33.5089,14.0455,14.0578,8.0868,8.0863,0.0052,0.0052,0.5054,0.0096,0.0000,0.0000,0.0000,13.9540,16.2069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0097,0.0000,0.9995,
VealeMC1SP-9_102.5m_257,MC1,MC1,Mandurah Channel,NS,Local,2009,10,12,257,13567.8457,3.0000,,
YoungMC1SU196_21m_646,MC1,MC1,Mandurah Channel,NS,Local,1996,02,16,646,13567.8457,3.0000,,
YoungMC1AU196_21m_661,MC1,MC1,Mandurah Channel,NS,Local,1996,05,22,661,13567.8457,3.0000,,8.2098,8.2198,36.0925,36.0928,17.2163,17.2186,7.3241,7.3240,0.0016,0.0016,0.3349,0.0003,0.0000,0.0000,0.0000,17.0828,18.8426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000,1.0000,
